best_reference_arm,category,chosen_arm,context,domain,effect_vs_gated,effect_vs_noalign,effect_vs_safe,experiment,gated,gated_interaction,gated_interaction_normalized,noalign,normalized_effect_vs_noalign,online_gain_vs_reference_noalign,online_regret_to_better_reference_arm,online_total_team_mean_payoff,payoff_prompt,reference_selection_regret,regret_to_better_fixed_arm,route_match,route_original,route_swapped,safe_interaction,safe_interaction_normalized,seed,selection_correct,temporal_replay_drift_gated,temporal_replay_drift_noalign
,coord_or_boundary,,p3_m02,,,,,p1,,1.2366666666666664,0.3533333333333332,,,,,,,,,True,Gated,Gated,0.793333333333333,0.22666666666666657,103,,,
,coord_or_boundary,,p3_m02,,,,,p1,,1.1200000000000003,0.3200000000000001,,,,,,,,,True,Gated,Gated,0.676666666666667,0.1933333333333334,104,,,
,coord_or_boundary,,p3_m02,,,,,p1,,1.0733333333333321,0.3066666666666663,,,,,,,,,True,Gated,Gated,0.11666666666666603,0.03333333333333315,105,,,
,coord_or_boundary,,p3_m02,,,,,p1,,1.0966666666666662,0.3133333333333332,,,,,,,,,True,Gated,Gated,0.5133333333333332,0.14666666666666664,106,,,
,coord_or_boundary,,p3_m02,,,,,p1,,1.1899999999999988,0.3399999999999997,,,,,,,,,True,Gated,Gated,0.7466666666666668,0.21333333333333337,107,,,
,coord_or_boundary,,p3_m02,,,,,p1,,1.2133333333333323,0.34666666666666635,,,,,,,,,True,Gated,Gated,0.5133333333333332,0.14666666666666664,108,,,
,coord_or_boundary,,p3_m02,,,,,p1,,0.9333333333333325,0.26666666666666644,,,,,,,,,True,Gated,Gated,0.06999999999999984,0.019999999999999955,109,,,
,coord_or_boundary,,p3_m02,,,,,p1,,0.27999999999999936,0.07999999999999982,,,,,,,,,True,Gated,Gated,0.3966666666666665,0.11333333333333329,110,,,
,coord_or_boundary,,p3_m02,,,,,p1,,0.7233333333333334,0.2066666666666667,,,,,,,,,True,Gated,Gated,0.41999999999999993,0.11999999999999998,111,,,
,coord_or_boundary,,p3_m03,,,,,p1,,1.1733333333333331,0.2933333333333333,,,,,,,,,True,Gated,Gated,0.13333333333333264,0.03333333333333316,102,,,
,coord_or_boundary,,p3_m03,,,,,p1,,-0.5333333333333337,-0.13333333333333341,,,,,,,,,True,Gated,Gated,0.4133333333333331,0.10333333333333328,103,,,
,coord_or_boundary,,p3_m03,,,,,p1,,0.2533333333333332,0.0633333333333333,,,,,,,,,True,Gated,Gated,0.3066666666666651,0.07666666666666627,104,,,
,coord_or_boundary,,p3_m03,,,,,p1,,0.546666666666666,0.1366666666666665,,,,,,,,,True,Gated,Gated,0.10666666666666602,0.026666666666666505,105,,,
,coord_or_boundary,,p3_m03,,,,,p1,,0.9599999999999993,0.23999999999999982,,,,,,,,,True,Gated,Gated,0.0800000000000003,0.020000000000000073,106,,,
,coord_or_boundary,,p3_m03,,,,,p1,,0.7333333333333327,0.18333333333333318,,,,,,,,,True,Gated,Gated,0.4133333333333329,0.10333333333333322,107,,,
,coord_or_boundary,,p3_m03,,,,,p1,,0.573333333333333,0.14333333333333326,,,,,,,,,True,Gated,Gated,0.3999999999999988,0.0999999999999997,108,,,
,coord_or_boundary,,p3_m03,,,,,p1,,0.3999999999999997,0.09999999999999992,,,,,,,,,True,Gated,Gated,0.07999999999999985,0.019999999999999962,109,,,
,coord_or_boundary,,p3_m03,,,,,p1,,0.8666666666666667,0.21666666666666667,,,,,,,,,True,Gated,Gated,0.38666666666666627,0.09666666666666657,110,,,
,coord_or_boundary,,p3_m03,,,,,p1,,1.24,0.31,,,,,,,,,True,Gated,Gated,0.306666666666666,0.0766666666666665,111,,,
,coord_or_boundary,,p3_m04,,,,,p1,,0.14000000000000057,0.03500000000000014,,,,,,,,,True,Gated,Gated,-0.15333333333333288,-0.03833333333333322,102,,,
